Test,Initialize,Count Variance,Sort,Q10000,Total
10,0.018,0.001,0.161,0.000,0.180
9,0.015,0.001,0.158,0.000,0.174
8,0.015,0.001,0.156,0.000,0.171
7,0.015,0.001,0.156,0.000,0.171
6,0.015,0.001,0.156,0.000,0.171
5,0.015,0.001,0.156,0.000,0.171
4,0.015,0.001,0.156,0.000,0.171
3,0.015,0.001,0.156,0.000,0.171
2,0.015,0.001,0.156,0.000,0.171
1,0.015,0.001,0.156,0.000,0.171
